ROI	structure	B51315	B51325	B51732	B51742	B51852	B51861	B51872	B51882	B51813	B51824	B51836	B52233	B52242	B52253	B52264	B52274	B53106	B52711	B52715	B52823	B52824	B52825	B52836	B53041	B53054	B53161	B53183	B53195	B53212	B53233	B53245	B53257	B53269	B53279	B53281	B53291	B55012	B55023	B55034	B55045	B55056	B54611	B54623	B54645	B54751	B49913	B49924	B49935	B49946	B49957	B49968	B49978	B49901
98	Parabrachial_Medial_Nucleus_and_Koelliker_Fuse_Nucleus	83.30077	214.3539	216.3363	237.2921	200.0025	258.0433	152.4974	176.2138	197.8282	227.9476	136.5024	227.3388	144.2491	147.4679	185.1924	142.9745	79.68935	81.86558	129.8669	130.0139	87.45101	93.40323	121.544	140.4529	87.2803	158.1778	157.0365	121.0031	75.82279	106.5244	136.1162	101.8454	76.18011	78.68199	131.4375	102.734	261.5855	171.7467	109.3615	131.5346	190.4743	187.7651	118.2069	129.0575	174.4817	161.686	92.6385	196.4754	197.721	240.8121	196.7117	269.2239	208.9674
99	Parvicellular_Reticular_Nucleus_and_Principal_Sensory_Trigeminal_Nucleus	83.46201	194.893	213.6954	186.117	180.7428	247.1527	183.7554	171.5679	193.3326	167.2252	90.59765	249.2122	171.3906	112.1069	163.1998	166.6788	138.4224	155.0733	101.8558	179.4791	124.5595	127.9258	191.028	126.7297	143.8922	154.141	182.1336	135.9425	128.8073	94.35094	191.8626	152.0409	91.2617	107.2401	113.0599	111.5527	270.0644	120.9912	160.4736	113.6829	164.9916	187.5059	172.7436	162.8409	202.3529	184.1276	110.7566	176.063	240.0208	199.7174	222.3836	202.9009	208.9776
100	Central_Gray	112.8308	184.838	227.69	184.7534	143.652	105.6044	160.2335	216.8121	349.3729	256.4863	185.7787	159.7463	158.4805	108.0472	221.9028	131.3576	146.2115	138.998	61.16476	77.49147	79.15413	140.176	288.1241	98.74582	115.2465	178.1776	148.0141	144.1513	128.0796	100.3903	138.2665	104.2348	133.6358	120.7473	169.8966	75.48454	202.0307	159.1717	152.6619	174.5172	128.9371	120.5816	106.0314	116.0627	171.3456	281.8102	79.42767	107.1037	375.0201	269.5155	183.5161	184.2593	239.0793
101	Pedunculotegmental,_Medial_Paralemniscial,_and_Supratrigemnial_Nuclei	92.6896	179.0568	240.5462	254.015	238.5377	265.4442	153.535	236.5364	154.3956	231.9827	167.1608	238.9338	128.108	181.2162	180.6821	137.3721	79.08752	93.58881	163.5574	171.4202	104.5415	143.8257	119.7417	102.4843	84.95788	160.8825	136.8311	113.7553	88.69157	116.6863	161.1845	90.92618	100.6902	87.31604	147.1288	127.3586	242.9728	104.1739	102.3105	132.5671	179.0071	191.4018	151.2204	136.5773	188.8452	146.3963	105.5313	186.4882	190.6689	222.5611	228.1388	291.7366	170.3788
102	Motor_Root_of_Trigeminal_Nerve	113.6677	209.7052	67.35656	171.2617	358.3647	212.1882	377.941	210.4719	141.4925	150.9066	194.4127	82.09164	129.0613	116.0883	221.6186	116.8717	145.0512	126.623	71.37709	217.4717	88.66724	89.94518	186.7059	87.49872	140.8739	119.1165	154.3915	64.1723	99.31481	87.94244	135.3023	180.1928	85.57327	121.4095	163.187	116.7224	137.2082	142.1909	123.18	105.9636	160.4931	158.3403	185.3859	62.65466	171.7348	203.7962	94.53266	130.3663	264.825	146.9541	268.5299	185.2099	102.5586
103	Trigeminal_Motor_Nucleus	119.2489	197.8132	129.5134	208.523	324.0738	185.4008	192.1771	181.4216	280.0207	250.5486	147.126	167.5473	144.3747	88.78028	183.2595	112.758	99.86153	107.2721	58.24921	124.7901	100.2494	59.02145	158.0393	100.8548	95.8932	101.6699	182.0974	68.84402	59.43069	49.44904	197.471	141.5405	71.66118	66.32234	140.5601	109.6079	337.2404	100.1249	89.82331	109.9218	115.3265	185.9607	135.9919	142.7113	232.0378	185.7336	148.8771	176.6061	189.4853	224.6713	130.7206	263.6489	209.7992
104	Pontine_Reticular_Nucleus	113.3076	191.4228	208.6522	152.5629	243.9422	155.6703	160.3503	212.6181	188.2972	181.5183	173.7021	158.4849	170.5311	155.2775	190.1297	137.2318	79.98981	106.4393	93.8587	160.851	109.8919	101.5176	148.1413	116.346	140.6237	144.5171	152.4192	91.91998	95.64546	85.81996	119.2222	123.397	91.98323	105.62	123.5084	122.2989	230.9794	114.7504	136.8608	113.0246	130.6356	158.6178	112.5938	145.8524	158.0468	184.648	163.8848	167.9605	243.6363	323.7623	192.5641	259.0674	157.5836
105	Raphe_Nucleus	72.15125	187.3317	203.5832	187.9763	231.365	185.8915	91.67412	144.5559	266.0312	190.8555	168.8253	100.824	139.8369	254.9909	239.3532	176.5599	78.3698	97.15472	45.88655	108.3638	100.4925	99.73989	115.7748	85.08058	207.0582	138.7381	132.8772	89.4697	163.9972	89.05399	123.1867	111.9739	51.7531	88.01434	109.0007	149.475	167.7779	112.2701	170.9789	135.258	175.9082	128.6237	119.7706	151.8151	76.39018	262.1133	81.11617	144.9154	85.81525	231.7471	204.876	256.6355	79.41676
106	Trigeminal_Sensory_Nucleus	74.01128	194.1919	187.0403	151.2058	194.4267	262.0938	185.9048	168.3196	225.0039	95.02169	100.6294	157.8761	106.1135	85.0453	227.182	145.9852	128.9501	128.7236	135.861	266.8904	154.0559	91.01363	254.7883	181.1521	152.3069	134.9665	186.8483	149.264	90.71151	110.3989	138.311	186.3104	117.617	90.53275	127.4283	109.4002	240.473	102.7661	131.1983	143.9515	167.4331	160.4369	139.5221	95.81996	223.8491	110.4732	90.7556	153.7332	206.2559	258.6302	158.6063	182.1477	115.0949
107	Dorsal_Tegmentum	93.8744	189.9275	258.0805	164.4481	188.8154	146.7117	169.7619	191.0749	205.6136	227.3879	183.2344	106.3433	199.2637	123.0991	202.6429	180.2738	95.66111	88.93959	80.8447	90.38834	92.52014	99.922	146.5369	61.19163	135.3454	109.4037	156.9185	79.64493	88.85807	73.25217	107.0019	100.6117	68.36574	86.07916	131.4061	81.16652	139.4529	137.807	109.2308	106.5443	71.17648	147.4878	85.04176	155.4799	93.76405	166.2616	63.19828	98.72335	204.7351	250.6342	149.0665	280.2613	259.7172
108	Tegmental_Nucleus	17.34086	290.7264	312.6763	223.2663	105.3997	109.0166	223.6276	49.90136	161.9457	NaN	NaN	169.6656	223.7546	NaN	NaN	NaN	NaN	110.938	52.36713	78.7208	141.5788	123.9753	93.72018	40.18668	NaN	121.8677	149.6291	NaN	NaN	NaN	136.3822	110.323	48.70414	104.3046	NaN	NaN	109.3507	221.9015	NaN	234.9588	NaN	NaN	81.97222	130.64	73.8001	192.7752	NaN	170.8508	156.6901	NaN	146.2342	419.2847	NaN
109	Cochlear_Nucleus	59.11702	232.9117	166.8415	232.3433	226.1432	318.7387	196.3004	109.4276	127.4584	198.4754	81.14744	179.0476	119.6862	100.9968	194.7376	154.2121	96.95023	124.8718	111.8206	158.0105	165.3592	81.98292	203.549	168.0752	184.3336	159.7041	159.7143	132.4664	231.054	115.7398	220.1774	230.6537	168.6561	115.8952	135.7616	110.674	271.385	201.8722	95.52063	179.2128	157.678	177.8538	172.4188	132.8455	230.5811	111.6352	82.8167	110.2948	199.7362	290.4737	135.1737	171.5265	96.45776
110	Pontine_Nucleus	118.8382	223.5794	214.4386	148.114	348.147	130.5351	134.1534	225.8864	215.0277	141.2362	173.9037	126.6818	166.7261	133.9758	170.183	214.6072	73.2797	127.0026	94.40364	191.4037	124.3352	77.06925	149.018	101.9295	209.9164	142.6188	143.1097	179.9456	106.8703	113.8735	150.5791	114.1784	135.6036	152.4393	144.2849	128.504	271.1734	219.0242	183.3105	97.69347	133.4989	177.5753	170.0799	271.4297	207.4318	177.0424	241.1013	233.214	222.2181	314.9919	202.0011	271.9083	353.6847
111	Reticulotegmental_Nucleus_of_Pons	94.20115	182.7106	178.6147	157.6674	257.9417	120.4015	142.7739	182.6836	219.7648	137.936	172.326	87.3302	189.515	174.2022	167.5631	167.7495	73.08848	109.4534	123.5214	175.2309	85.32959	76.3436	153.9226	60.98777	144.8408	112.7538	162.462	129.5494	115.6882	64.51919	94.42709	100.939	98.8171	149.7911	130.8169	96.63872	204.5383	131.3527	142.2703	89.46472	82.93084	169.2055	129.4334	254.1648	197.7605	172.6042	276.762	288.1513	195.8281	287.4781	200.1296	357.0411	125.7552
112	Olivary_Complex	163.085	140.5431	372.5933	204.9852	127.0915	131.4328	120.7736	166.7048	102.7065	185.5197	114.1563	250.9937	252.1725	134.5807	157.6182	246.8559	99.86425	185.5067	128.1913	230.9856	151.4875	127.6197	102.1751	220.738	104.7653	244.4703	238.8845	135.0554	218.5855	101.1793	206.0519	152.1774	145.2197	94.76357	135.4743	184.5979	273.3183	248.2377	169.1527	114.9135	228.3929	289.4365	180.5585	197.5076	167.2301	182.6866	115.9669	284.073	197.152	242.8288	167.2595	223.858	141.0438
113	Pontine_Reticular_Nucleus	102.6218	135.7827	184.3174	177.1511	156.1597	127.7386	135.6801	147.312	148.2621	173.7407	148.9216	188.0903	164.9093	136.8178	182.2693	196.969	76.2996	106.4037	101.1523	185.5145	114.0336	82.76673	138.2187	143.0902	169.1684	157.0101	142.2473	105.6175	99.31368	94.68036	132.5792	133.0031	106.1068	125.1568	108.5624	93.39445	237.4093	141.5276	151.6969	71.34465	125.1456	229.0519	150.8409	179.5674	239.1444	188.8638	133.2	138.6997	315.7032	396.5154	163.7774	169.6477	151.3971
114	Spinal_Trigeminal_Nucleus	102.9312	227.0309	445.7009	154.4565	149.5486	208.0996	191.7001	199.6433	240.5251	259.5984	169.7319	239.9931	143.3522	191.3889	151.8179	149.3368	193.9901	108.1678	140.8546	192.2724	124.6146	166.0978	289.2446	118.9549	164.9702	152.6023	209.6313	178.1862	172.7909	146.8476	159.7977	169.816	172.4854	305.688	191.3493	135.5105	222.5948	145.5623	211.7452	162.2571	201.3025	113.1164	121.282	100.489	218.2107	190.4395	139.4384	213.3577	196.9129	191.0536	338.2324	220.0447	199.1633
115	Vestibular_Nuclei	92.61396	232.0906	245.7396	225.1701	148.8991	181.9431	147.5982	164.6744	239.1587	200.0272	133.128	126.3099	161.8934	124.3819	178.0264	179.0317	135.5313	81.91206	108.4805	97.64491	118.2934	100.5192	258.2411	75.70306	151.8431	164.0163	166.497	119.6969	121.028	83.34541	169.1795	103.746	103.89	119.1586	169.8498	82.21536	256.8263	186.5349	148.3129	155.6805	109.9738	126.8316	110.7233	173.4883	174.3845	300.8641	90.64451	186.2199	209.9429	202.7202	283.8955	234.8524	209.3572
116	Gigantocellular_Reticular_Nucleus	122.5408	149.2601	301.5095	153.2769	161.4035	136.6958	162.9059	188.4924	229.0108	185.4477	160.9834	254.1382	150.9873	152.0003	182.4738	173.7459	129.8371	107.7452	118.8209	140.6463	144.7337	135.3784	224.7189	123.0654	144.9761	146.3923	190.6021	122.2603	112.8446	115.8878	137.1487	149.6803	139.0639	158.8067	117.9413	90.5111	224.1603	137.2772	157.1314	132.895	162.5573	167.6926	195.9768	204.314	168.394	183.9138	141.4045	134.8125	217.6691	231.9981	208.4604	189.4473	193.9505
117	Cuneate_Nucleus	109.7438	179.4298	418.6941	278.4342	203.3666	197.1627	144.8266	164.4804	370.1992	219.2825	222.8424	103.3881	175.8293	239.1879	228.8799	153.0968	164.9363	98.96911	120.2891	161.668	119.7021	136.2978	371.6216	113.795	167.9534	218.7531	211.0556	147.4079	136.1552	72.12305	164.0568	156.0845	123.6367	371.3034	276.5776	104.4758	152.4486	199.2235	188.3334	161.1496	161.6498	123.3319	131.3035	81.38898	184.0439	334.5135	108.5605	213.8596	151.6827	96.89324	367.2389	335.4166	250.4057
118	Anterior_Commisure	109.0789	362.722	206.2026	149.1784	257.697	174.9505	149.6317	146.0601	147.6836	202.5985	196.9556	266.7657	226.7491	206.7386	264.6148	214.7485	136.1676	62.187	92.06101	134.0366	138.1904	161.2048	114.0333	70.13455	129.1633	105.4039	108.512	122.9883	71.96596	95.76904	103.2532	126.8086	135.4386	123.9231	167.925	140.3156	100.783	182.7881	180.2978	144.9646	128.0604	170.8864	164.6433	187.2375	185.4877	123.8614	161.6906	115.5807	326.0751	386.6971	265.6965	270.2535	175.4343
119	Optic_Tracts	90.29626	332.0186	186.4937	148.9974	210.1705	229.6123	149.3004	210.2086	159.8202	254.72	170.8992	154.4347	168.004	170.0869	232.4336	219.2631	126.4501	121.9756	154.8266	107.478	108.9086	164.3954	157.1635	104.2089	131.4807	124.0675	118.8199	118.3322	77.71858	115.482	114.2794	121.5207	119.575	107.2831	144.5778	125.7891	97.81879	134.8604	146.9743	137.578	101.7047	148.029	166.8898	267.9318	133.1528	90.89189	145.1499	161.6651	227.0607	245.136	210.4118	202.7766	158.079
120	Fimbria	132.0613	244.6044	202.8848	206.8989	177.9837	169.9094	137.2622	204.333	230.7709	232.1776	114.7361	139.0739	212.9237	206.5775	222.9843	199.6228	153.8871	131.7636	153.6222	170.2996	177.1426	104.4282	118.7573	115.2387	146.1215	129.2423	154.0858	150.8856	120.7647	147.6797	128.5597	135.9445	164.3898	182.1169	157.7151	144.1005	104.079	182.6781	188.8996	158.938	147.3176	179.6808	145.0735	183.2869	148.5622	58.1118	87.73112	158.6596	221.4403	266.5631	258.829	230.9372	139.8882
121	Corpus_Callosum	128.397	220.3338	178.992	182.8187	201.0989	217.9019	128.7653	178.2875	161.2468	199.7728	156.7411	153.0632	180.2682	195.5781	219.1368	223.4434	132.0525	117.5724	158.7592	146.3696	150.4495	154.3609	164.1121	119.8558	148.9197	175.0044	135.9914	177.5282	79.07521	152.2599	141.6063	140.3405	142.0004	167.7215	145.9626	149.2603	121.0565	183.7327	183.5633	169.2951	206.2628	198.8728	192.1222	208.1698	184.486	68.09991	95.71014	144.9202	221.6631	263.0022	253.5298	231.6964	124.8641
122	Fornix	139.3352	348.504	229.848	171.0143	270.5179	172.9294	136.0094	157.93	151.3415	138.5458	198.4352	238.3146	235.8993	194.8765	197.3292	184.8015	117.1432	89.45187	141.7517	141.8363	111.5295	130.3244	133.4149	75.26203	124.614	119.5796	118.6241	141.2701	82.97678	87.76004	93.80369	131.9205	103.6735	138.2003	136.4443	150.6253	77.37075	164.8329	171.9972	170.6326	123.1739	155.2752	208.077	202.7804	172.2774	126.5405	113.3217	151.2802	263.0135	222.3292	190.4768	239.0473	166.3568
123	Stria_Terminalis	153.9461	217.098	193.8223	198.5237	187.9053	228.7728	127.5702	191.9475	186.0413	205.0337	168.3553	146.0694	194.8309	241.6284	255.8851	240.7735	162.2101	170.8289	99.87686	137.1671	145.9613	188.864	140.2829	134.0639	149.5793	188.6552	178.6265	177.3008	115.0247	154.5381	157.0649	138.235	164.7736	194.7823	159.4095	143.8773	104.4518	154.4055	176.4598	121.6054	209.6091	218.9964	164.1053	141.5122	139.3901	64.74604	162.0882	181.6346	228.8762	423.0015	305.994	264.5682	123.2557
124	Cingulum	112.4746	212.6882	162.5613	167.9315	214.7349	198.5589	160.8046	189.7755	147.5228	176.1947	171.9414	141.5744	207.7271	216.104	239.2847	255.023	180.4398	141.9797	185.085	177.427	175.8633	240.6309	148.4831	110.2724	197.9358	182.1912	170.4475	206.1797	95.68019	181.8399	147.6001	171.4274	154.9616	178.1427	138.1503	172.6828	122.6201	217.4129	225.8762	203.052	204.5328	216.4698	209.5066	228.5275	202.628	74.39319	67.94053	115.1266	215.1901	278.6129	405.235	262.5271	104.2059
125	Lateral_Olfactory_Tract	52.90027	168.5592	254.9743	159.2191	347.7335	176.5541	131.5628	209.2867	236.695	202.1184	221.582	294.1403	106.7478	184.784	287.6917	264.4638	163.1288	206.4983	121.2	218.306	179.8864	141.564	122.4671	98.35905	232.9483	158.3459	197.7088	133.3614	117.5651	162.1918	149.7469	163.4295	189.8406	193.3651	145.4368	213.5618	165.2329	206.6466	200.1788	123.8816	175.6502	149.8967	189.6332	81.73905	112.1645	118.7268	214.7753	213.9776	145.9239	131.5995	318.2422	284.8191	109.0879
126	Ventral_Hippocampal_Commissure	126.6805	350.4707	199.9431	159.2973	209.662	59.63717	191.7313	76.93114	81.23405	93.23982	94.74073	218.3506	199.074	174.8926	126.9049	103.0406	158.7149	77.17801	226.4626	134.7579	40.84571	78.74149	104.0479	118.7499	124.7315	89.84047	165.098	139.9234	90.02771	161.6746	111.3468	103.6867	108.1301	161.4206	126.1964	108.0077	47.49192	163.6591	185.3736	186.079	206.371	154.1122	211.1954	312.46	133.4275	26.04772	46.11435	231.3604	216.3724	207.9094	126.3257	254.8954	237.6444
127	Internal_Capsule	149.067	217.7065	200.2803	172.7947	184.2353	228.0781	120.2438	150.8497	180.3521	195.1037	190.3948	132.461	262.4334	212.2336	237.1643	218.453	97.52068	101.5561	143.0124	110.6035	119.6632	142.7851	130.2398	105.7668	88.85592	113.7973	98.9757	124.1045	77.37891	85.52398	99.7517	99.56927	116.3957	106.3637	108.5838	132.5346	95.3156	162.611	120.0863	124.3505	148.5912	158.1232	120.254	164.1378	139.9373	72.77788	187.9588	188.3444	255.8545	321.0511	240.872	225.0841	116.3998
129	Stria_Medularis	58.96841	222.7576	318.4596	261.0726	162.806	122.0926	157.9694	250.4043	328.194	237.7877	84.96401	111.0005	184.8806	133.5435	218.1926	219.2416	110.682	181.9379	120.1924	175.9441	207.5154	79.87301	120.9462	90.65792	123.7783	72.36847	134.7033	132.7591	86.83102	123.8271	141.5869	84.22068	131.4439	85.9442	103.9874	148.678	81.72658	109.3252	112.2711	127.2804	90.90464	145.2627	141.1253	162.543	103.7946	28.54881	57.9271	49.53166	171.8942	307.9196	215.4259	167.3497	150.0653
131	Posterior_Commissure	99.65583	197.063	252.6013	167.5982	249.603	309.8866	47.61498	290.1844	309.5605	102.2006	163.9775	65.32609	121.0464	195.1149	181.1192	359.6632	85.76544	82.45842	207.4161	94.61972	268.3424	246.6558	281.6536	39.97247	79.86226	86.19097	95.24483	221.0558	77.21789	97.81931	104.0441	62.23534	112.1522	79.46324	151.3599	136.2073	177.2156	56.62576	83.87634	180.1105	156.484	163.4531	77.15198	189.7393	184.4122	52.03482	44.1989	111.43	146.0262	215.1785	354.3318	171.2952	34.78192
132	Brachium_of_Superior_Colliculus	183.8449	232.1862	208.3065	259.4307	343.0761	258.8934	214.1931	243.7488	244.02	288.0664	115.9471	130.2738	212.4051	176.1268	218.0657	164.672	132.3188	178.0812	192.1167	164.8388	169.2463	217.9349	104.4945	174.5293	156.5771	154.8751	169.9433	175.0017	133.027	91.78094	95.0166	269.7389	144.7639	190.8484	175.2784	163.6871	113.1814	208.76	218.6751	153.9241	150.0384	314.3107	317.5306	135.7021	189.116	47.95692	77.57571	203.1248	176.434	248.1505	246.8543	349.6708	138.3402
133	Cerebral_Peduncle	142.6004	238.3456	176.0249	148.9791	293.9538	190.0423	182.7602	270.2126	168.1234	189.3761	142.7912	96.67646	203.8062	176.9162	222.6506	196.4267	117.8591	119.319	178.5266	97.93234	135.835	201.4144	207.5556	97.93797	136.5112	143.6275	137.3052	119.1034	88.32476	98.67911	117.1145	89.53304	98.13718	113.9446	105.058	135.5539	91.76755	148.617	146.6879	117.1831	130.3539	122.1428	104.5624	153.6446	100.5719	108.4193	151.9363	153.7344	220.9802	262.2571	295.4042	224.5935	134.2776
134	Lateral_Lemniscus	98.40361	173.8045	258.9552	207.108	168.7197	296.8557	150.6772	325.4799	219.2086	426.463	176.051	190.248	168.5021	210.0179	160.6299	232.3946	137.7681	124.3625	189.0526	189.6758	129.4751	215.9598	203.2794	208.6342	124.3644	211.0058	163.422	135.6199	139.6826	166.6352	158.5964	187.3644	207.2683	164.1663	172.9519	180.0202	210.4599	213.0972	169.752	281.7949	318.8789	175.8818	187.6308	153.461	211.1345	76.61274	115.5763	262.4906	187.678	230.7106	254.3253	276.1258	127.5665
135	Spinal_Trigeminal_Nerve	67.18796	204.7065	221.9815	158.8396	159.0667	248.2808	158.3042	217.335	186.2513	235.1844	78.04158	246.8683	148.0054	127.3532	199.1704	131.3706	111.9899	182.8857	100.2433	185.2586	171.3023	120.2901	246.1643	177.599	162.7542	191.754	180.187	140.0291	102.0603	122.8816	169.7681	189.4066	132.4683	129.7849	133.9856	101.989	219.5771	126.854	176.9229	146.3213	214.8081	160.3225	183.1056	164.1206	199.3783	116.181	104.0467	160.2746	239.2169	230.4039	224.278	197.492	196.2141
136	Pyramidal_Tract	209.9332	210.3603	329.9518	160.0069	175.3779	123.6691	92.89056	154.1172	127.0806	132.8648	142.8884	268.3167	237.2859	170.6206	180.2205	132.9741	81.16161	106.9515	116.0784	289.9865	98.56468	137.6395	99.52312	106.9079	177.0111	196.3241	127.79	148.4665	158.2568	111.326	148.0789	195.9191	160.3535	163.9938	88.14836	158.5908	308.1491	125.6722	272.727	187.6294	87.66089	185.8007	240.238	370.8826	123.2161	157.3043	171.3411	113.3332	192.8468	311.8069	133.2899	155.3942	279.9959
137	Vestibulocochlear_Nerve	26.19365	154.5755	196.2348	155.8086	223.2262	146.5928	177.1802	90.73155	294.3371	138.6226	76.54165	218.2722	137.7664	57.23293	178.2978	201.4944	78.76069	82.66002	233.6589	155.5095	68.85799	103.5586	166.4736	104.533	184.9773	191.4182	157.6065	93.94946	84.83035	132.0794	100.094	119.011	140.4995	83.27403	125.2894	87.6959	170.9844	134.0185	74.12849	91.58701	126.2125	341.4991	143.8858	275.4188	272.9292	91.55914	103.0463	160.8044	141.6716	212.8907	200.4655	102.1944	78.59892
138	Facial_Nerve	112.3445	NaN	141.0959	164.1895	95.49589	NaN	145.0583	75.96436	172.3851	176.455	NaN	142.3349	186.501	66.99224	NaN	NaN	145.1792	NaN	89.25354	208.9321	200.3536	NaN	62.36001	271.6323	NaN	NaN	52.36097	79.01412	NaN	96.66588	121.8069	NaN	NaN	103.379	NaN	44.25037	NaN	174.9379	313.0664	NaN	NaN	85.52745	96.96565	NaN	258.8654	183.4346	58.15125	NaN	NaN	331.8868	187.7699	NaN	NaN
139	Longitudinal_Fasciculus_of_Pons	98.02207	267.0743	225.564	126.3375	340.0993	79.74711	127.6328	244.1836	138.4221	137.4798	173.3084	121.63	147.5841	97.17998	166.9637	200.3209	55.19259	138.5261	121.9884	276.7523	119.1312	73.19965	208.9829	56.31156	299.3947	102.2106	148.9168	200.1022	90.82305	194.6054	136.8058	181.8133	138.8092	163.8385	85.4826	99.49379	315.2859	158.7502	148.6266	74.34657	80.98967	92.57541	118.8631	242.1212	299.9118	160.2979	339.8961	72.18962	196.3348	479.4228	156.365	204.0834	252.0217
140	Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract	135.8554	170.7565	275.649	141.9131	125.0172	179.5064	205.329	128.138	255.427	169.6498	179.6827	306.9159	174.0375	134.1421	189.7615	161.1283	84.59939	96.79456	110.2726	138.4423	133.1623	98.21492	216.1992	102.2054	139.5785	102.1458	223.1782	88.67393	123.9655	108.8222	143.4039	100.0471	94.03545	95.11307	101.6748	84.80727	247.3872	116.0711	140.196	144.1306	101.001	122.1745	140.4808	120.5763	158.5267	184.1308	119.352	92.76448	242.5833	278.6075	153.3155	179.5418	228.4093
141	Spinocerebellar_Tract	111.3482	161.0741	274.1089	174.6938	97.46217	163.8369	151.234	176.866	188.355	261.9645	192.4878	374.0855	148.0989	100.0331	235.4259	192.67	107.975	124.1614	114.1614	176.3764	143.6938	228.2151	343.3024	130.5839	124.1439	197.458	210.0511	148.2537	183.6492	148.453	133.1401	129.1917	233.3121	267.5212	220.4384	140.2419	325.9081	128.3857	191.127	135.6709	116.6815	177.9745	237.3695	145.1899	112.6663	144.3797	126.9786	95.3252	272.7242	166.3352	278.2094	253.7152	153.9411
142	Medial_Lemniscus	123.5582	194.7001	244.2467	233.0164	241.4594	266.1381	67.53311	183.8632	222.2524	225.583	119.5291	115.4697	205.6645	173.1418	174.3302	170.165	138.8206	125.1901	212.0701	129.184	161.6042	186.2372	170.5812	107.1153	111.9791	126.7735	91.27544	164.2102	112.7554	116.8452	106.763	89.28033	72.69149	140.1998	116.8953	152.9762	125.1153	134.4994	124.7969	128.2439	138.467	97.38171	95.42058	130.6789	145.322	112.7753	112.9703	203.1315	217.203	211.8877	242.7953	215.7089	91.6314
143	Ventral_Spinocerebellar_Tract	111.1811	211.0631	211.4747	148.3811	233.3245	224.1063	175.3274	214.642	179.55	240.6927	183.431	166.4503	156.6496	154.0751	185.8584	187.5742	112.7705	102.9161	138.4124	182.2834	123.9674	114.0757	193.5856	165.1005	145.1482	187.8931	147.5045	141.9165	94.18974	138.7935	164.6913	183.9671	127.9016	122.49	149.1774	128.3066	257.1411	184.9421	170.6212	201.2922	218.0428	164.9413	127.3175	122.6025	197.0919	170.2342	120.4701	183.8105	218.8147	224.1441	208.4906	258.7017	166.8984
144	Middle_Cerebellar_Peduncle	96.4481	205.677	226.2755	173.0181	195.9411	245.3053	125.3492	200.4542	181.212	178.3991	128.6763	149.3134	140.3346	158.8711	220.9662	136.9687	180.4204	102.7319	108.3838	205.3206	173.4036	151.3025	239.0598	245.7814	168.8143	227.9001	181.2803	187.0936	95.2699	171.3	190.7118	171.2197	181.1573	147.8685	156.2935	135.877	248.2533	174.6552	154.2645	211.173	211.5061	168.6721	154.0262	115.1	224.9126	126.0467	105.3881	176.0079	223.4572	276.7112	268.0564	212.7994	120.6107
145	Superior_Cerebellar_Peduncle	95.18297	215.2976	272.3698	256.6385	195.9247	204.0796	163.8737	147.1997	177.9655	247.1806	173.053	184.9205	185.1735	169.0311	252.3692	170.1214	71.73069	84.93147	100.1681	77.69704	91.23405	133.7557	138.7125	67.13368	106.3373	146.9024	152.2557	115.5255	60.35494	102.827	121.2223	143.7854	101.5991	76.84455	112.6702	92.90189	118.239	165.2598	136.0625	143.3342	131.4925	149.3506	100.5906	175.7568	104.6148	129.2584	67.11201	183.9712	178.5995	304.5881	148.1947	319.9774	226.2372
146	Inferior_Cerebellar_Peduncle	48.54485	211.8891	232.9746	219.3157	173.6396	177.9518	155.9097	169.9847	243.7771	229.568	108.1901	252.3403	136.2463	77.50039	174.7495	151.2882	120.2899	121.1837	144.892	139.7612	197.7549	83.1341	232.748	129.6115	159.6418	179.859	177.1667	139.207	72.52403	119.0403	145.3499	149.4388	186.996	115.2691	173.4199	80.5729	247.5863	120.4024	123.9615	143.2757	142.5908	243.3077	120.8256	260.7814	213.2492	113.4344	91.27478	161.689	195.4603	242.0439	206.4912	140.2657	130.7019
147	Cerebellar_White_Matter	135.1683	208.4245	358.4364	201.3658	195.8313	221.7961	114.5672	224.6189	240.0134	318.6276	217.4896	180.9885	187.3295	125.2213	273.7975	174.3814	130.0588	109.3649	122.6392	104.8885	115.0776	125.8073	240.8348	120.8529	133.0528	173.6489	187.3222	110.2118	137.4892	157.8679	131.1798	177.2561	162.0488	144.6414	180.2284	135.5892	158.8829	229.4636	181.6994	184.4233	157.7066	184.1597	191.0885	177.146	171.2738	182.1494	105.5152	210.2044	210.383	298.6902	232.1152	320.2838	201.7659
148	Lateral_Ventricle	124.0616	209.3845	202.1192	158.663	174.3307	209.6717	104.3629	199.0863	199.0509	220.3276	149.4481	128.1859	210.3135	201.3252	234.6236	232.3822	111.8324	117.4922	131.4337	127.0218	159.3079	157.6747	141.2286	90.73247	132.5727	128.3445	122.71	119.1171	90.07243	124.4355	87.66346	120.6895	138.9506	157.8511	123.5699	107.24	136.1077	138.7772	146.8022	108.8287	159.3557	169.7103	145.0674	154.8794	158.8846	60.1977	113.6078	140.2796	229.2598	281.852	217.2132	235.1268	135.1477
